	chr	start	end	name	score	strand
2534	chrX	327486	327533	YJL062W	1	+
2535	chrX	330211	330233	YJL061W	1	+
2536	chrX	333578	333653	YJL060W	1	+
2537	chrX	335163	335197	YJL059W	1	+
2538	chrX	338158	338193	YJL058C	1	-
2539	chrX	340377	340480	YJL057C	1	-
2540	chrX	343318	343393	YJL056C	1	-
2541	chrX	343544	343613	YJL055W	1	+
2542	chrX	344459	344503	YJL054W	1	+
2543	chrX	346063	346114	YJL053W	1	+
2544	chrX	348390	348479	YJL052W	1	+
2545	chrX	349947	349948	YJL051W	1	+
2546	chrX	352690	352706	YJL050W	1	+
2547	chrX	356166	356211	YJL049W	1	+
2548	chrX	358861	358972	YJL048C	1	-
2549	chrX	362392	362459	YJL047C	1	-
2550	chrX	362544	362625	YJL046W	1	+
2551	chrX	366316	366414	YJL045W	1	+
2552	chrX	370070	370117	YJL044C	1	-
2553	chrX	371503	371603	YJL042W	1	+
2554	chrX	384263	384342	YJL039C	1	-
2555	chrX	386152	386294	YJL038C	1	-
2556	chrX	386845	386946	YJL037W	1	+
2557	chrX	389345	389500	YJL036W	1	+
2558	chrX	391740	391759	YJL035C	1	-
2559	chrX	391928	392014	YJL034W	1	+
2560	chrX	394478	394511	YJL033W	1	+
2561	chrX	398183	398238	YJL031C	1	-
2562	chrX	398276	398349	YJL030W	1	+
2563	chrX	401598	401649	YJL029C	1	-
2564	chrX	402894	403046	YJL026W	1	+
2565	chrX	404543	404586	YJL025W	1	+
2566	chrX	407285	407302	YJL024C	1	-
2567	chrX	40774	40795	YJL213W	1	+
2568	chrX	409024	409087	YJL023C	1	-
2569	chrX	413215	413297	YJL020C	1	-
2570	chrX	413529	413592	YJL019W	1	+
2571	chrX	418250	418311	YJL014W	1	+
2572	chrX	421776	421847	YJL013C	1	-
2573	chrX	424169	424229	YJL012C	1	-
2574	chrX	425547	425587	YJL011C	1	-
2575	chrX	430704	430726	YJL010C	1	-
2576	chrX	432788	432841	YJL008C	1	-
2577	chrX	435257	435305	YJL006C	1	-
2578	chrX	436124	436167	YJL005W	1	+
2579	chrX	443318	443375	YJL004C	1	-
2580	chrX	443720	443770	YJL003W	1	+
2581	chrX	445801	445873	YJL002C	1	-
2582	chrX	446239	446307	YJL001W	1	+
2583	chrX	447861	447938	YJR001W	1	+
2584	chrX	449976	450008	YJR002W	1	+
2585	chrX	45233	45327	YJL212C	1	-
2586	chrX	453799	453841	YJR003C	1	-
2587	chrX	45656	45880	YJL210W	1	+
2588	chrX	457100	457129	YJR005W	1	+
2589	chrX	459736	460215	YJR005C-A	1	-
2590	chrX	460420	460472	YJR006W	1	+
2591	chrX	462118	462190	YJR007W	1	+
2592	chrX	463496	463687	YJR008W	1	+
2593	chrX	465926	466055	YJR009C	1	-
2594	chrX	467268	467473	YJR010W	1	+
2595	chrX	46878	46911	YJL209W	1	+
2596	chrX	469583	469643	YJR010C-A	1	-
2597	chrX	470625	470691	YJR011C	1	-
2598	chrX	471356	471447	YJR012C	1	-
2599	chrX	471519	471573	YJR013W	1	+
2600	chrX	472946	473021	YJR014W	1	+
2601	chrX	473858	473893	YJR015W	1	+
2602	chrX	477408	477461	YJR016C	1	-
2603	chrX	479471	479528	YJR019C	1	-
2604	chrX	480766	480844	YJR021C	1	-
2605	chrX	482161	482203	YJR024C	1	-
2606	chrX	482871	482908	YJR025C	1	-
2607	chrX	485903	485990	YJR030C	1	-
2608	chrX	490565	490588	YJR031C	1	-
2609	chrX	496145	496191	YJR033C	1	-
2610	chrX	496261	496330	YJR034W	1	+
2611	chrX	50150	50219	YJL208C	1	-
2612	chrX	503231	503294	YJR036C	1	-
2613	chrX	503412	503500	YJR039W	1	+
2614	chrX	507423	507433	YJR040W	1	+
2615	chrX	513532	513552	YJR041C	1	-
2616	chrX	513739	513770	YJR042W	1	+
2617	chrX	517246	517308	YJR043C	1	-
2618	chrX	518878	519042	YJR044C	1	-
2619	chrX	521379	521468	YJR045C	1	-
2620	chrX	521669	521746	YJR046W	1	+
2621	chrX	525872	526011	YJR048W	1	+
2622	chrX	528162	528218	YJR049C	1	-
2623	chrX	528357	528454	YJR050W	1	+
2624	chrX	529475	529636	YJR051W	1	+
2625	chrX	531680	531750	YJR052W	1	+
2626	chrX	533649	533722	YJR053W	1	+
2627	chrX	538077	538124	YJR055W	1	+
2628	chrX	541649	541737	YJR056C	1	-
2629	chrX	543621	543655	YJR057W	1	+
2630	chrX	544767	544882	YJR058C	1	-
2631	chrX	545267	545321	YJR059W	1	+
2632	chrX	548228	548311	YJR060W	1	+
2633	chrX	549807	549821	YJR061W	1	+
2634	chrX	554431	554476	YJR062C	1	-
2635	chrX	554730	554769	YJR063W	1	+
2636	chrX	555436	555480	YJR064W	1	+
2637	chrX	558738	558817	YJR065C	1	-
2638	chrX	558959	558991	YJR066W	1	+
2639	chrX	56410	56432	YJL207C	1	-
2640	chrX	567033	567098	YJR067C	1	-
2641	chrX	567154	567235	YJR068W	1	+
2642	chrX	569001	569044	YJR069C	1	-
2643	chrX	571727	571776	YJR072C	1	-
2644	chrX	572317	572337	YJR074W	1	+
2645	chrX	572518	572629	YJR073C	1	-
2646	chrX	573513	573554	YJR075W	1	+
2647	chrX	576222	576277	YJR076C	1	-
2648	chrX	577787	577852	YJR077C	1	-
2649	chrX	578405	578495	YJR078W	1	+
2650	chrX	581199	581294	YJR080C	1	-
2651	chrX	581921	582020	YJR082C	1	-
2652	chrX	583139	583183	YJR083C	1	-
2653	chrX	583286	583322	YJR084W	1	+
2654	chrX	585046	585117	YJR085C	1	-
2655	chrX	585632	585640	YJR086W	1	+
2656	chrX	586993	587022	YJR088C	1	-
2657	chrX	587171	587227	YJR089W	1	+
2658	chrX	58882	58934	YJL206C	1	-
2659	chrX	594164	594227	YJR090C	1	-
2660	chrX	59417	59469	YJL205C	1	-
2661	chrX	597922	598005	YJR091C	1	-
2662	chrX	598231	598320	YJR092W	1	+
2663	chrX	603803	603892	YJR093C	1	-
2664	chrX	604929	605258	YJR094C	1	-
2665	chrX	607880	607908	YJR094W-A	1	+
2666	chrX	609183	609350	YJR095W	1	+
2667	chrX	610647	610837	YJR096W	1	+
2668	chrX	611902	611945	YJR097W	1	+
2669	chrX	614775	614847	YJR098C	1	-
2670	chrX	614997	615096	YJR099W	1	+
2671	chrX	616923	617032	YJR100C	1	-
2672	chrX	617737	617804	YJR101W	1	+
2673	chrX	619405	619524	YJR102C	1	-
2674	chrX	620157	620393	YJR103W	1	+
2675	chrX	62110	62175	YJL204C	1	-
2676	chrX	62246	62290	YJL203W	1	+
2677	chrX	622550	622674	YJR104C	1	-
2678	chrX	623114	623173	YJR105W	1	+
2679	chrX	624277	624435	YJR106W	1	+
2680	chrX	626775	626783	YJR107W	1	+
2681	chrX	632560	632628	YJR109C	1	-
2682	chrX	633059	633131	YJR110W	1	+
2683	chrX	63319	63342	YJL201W	1	+
2684	chrX	636403	636477	YJR111C	1	-
2685	chrX	636605	636642	YJR112W	1	+
2686	chrX	637352	637417	YJR112W-A	1	+
2687	chrX	638597	638668	YJR113C	1	-
2688	chrX	640248	640430	YJR116W	1	+
2689	chrX	641508	641578	YJR117W	1	+
2690	chrX	643703	643761	YJR118C	1	-
2691	chrX	646081	646159	YJR119C	1	-
2692	chrX	647149	647191	YJR121W	1	+
2693	chrX	649260	649329	YJR122W	1	+
2694	chrX	651387	651460	YJR123W	1	+
2695	chrX	653815	653863	YJR124C	1	-
2696	chrX	655569	655629	YJR125C	1	-
2697	chrX	658225	658297	YJR126C	1	-
2698	chrX	664615	664671	YJR129C	1	-
2699	chrX	666743	666813	YJR130C	1	-
2700	chrX	667180	667236	YJR131W	1	+
2701	chrX	669052	669076	YJR132W	1	+
2702	chrX	672432	672579	YJR133W	1	+
2703	chrX	675467	675535	YJR134C	1	-
2704	chrX	676377	676445	YJR135C	1	-
2705	chrX	676515	676557	YJR135W-A	1	+
2706	chrX	67801	67848	YJL200C	1	-
2707	chrX	678305	678361	YJR136C	1	-
2708	chrX	682914	682961	YJR137C	1	-
2709	chrX	684119	684133	YJR138W	1	+
2710	chrX	690139	690238	YJR139C	1	-
2711	chrX	695341	695375	YJR140C	1	-
2712	chrX	695453	695516	YJR141W	1	+
2713	chrX	696687	696742	YJR142W	1	+
2714	chrX	700237	700297	YJR143C	1	-
2715	chrX	700411	700468	YJR144W	1	+
2716	chrX	702663	702710	YJR145C	1	-
2717	chrX	703675	703742	YJR147W	1	+
2718	chrX	70413	70479	YJL198W	1	+
2719	chrX	705121	705349	YJR148W	1	+
2720	chrX	706727	706830	YJR149W	1	+
2721	chrX	718900	719031	YJR152W	1	+
2722	chrX	73374	73443	YJL197W	1	+
2723	chrX	741865	741866	YIL173W	1	-
2724	chrX	78426	78499	YJL196C	1	-
2725	chrX	78904	78945	YJL194W	1	+
2726	chrX	80990	81009	YJL193W	1	+
2727	chrX	83068	83133	YJL192C	1	-
2728	chrX	84961	85041	YJL190C	1	-
2729	chrX	85532	85555	YJL189W	1	+
2730	chrX	88923	89099	YJL187C	1	-
2731	chrX	89704	89783	YJL186W	1	+
2732	chrX	92635	92688	YJL185C	1	-
2733	chrX	93039	93096	YJL184W	1	+
2734	chrX	93622	93705	YJL183W	1	+
2735	chrX	95255	95294	YJL181W	1	+
2736	chrX	98212	98275	YJL180C	1	-
2737	chrX	98342	98402	YJL179W	1	+
2738	chrX	99745	99783	YJL178C	1	-
2739	chrXI	100052	100128	YKL186C	1	-
2740	chrXI	100867	100905	YKL185W	1	+
2741	chrXI	103250	103366	YKL184W	1	+
2742	chrXI	105271	105328	YKL183W	1	+
2743	chrXI	107059	107302	YKL182W	1	+
2744	chrXI	113823	113919	YKL181W	1	+
2745	chrXI	115954	115991	YKL180W	1	+
2746	chrXI	119260	119305	YKL179C	1	-
2747	chrXI	12113	12135	YKL222C	1	-
2748	chrXI	12360	12368	YKL221W	1	+
2749	chrXI	125010	125091	YKL176C	1	-
2750	chrXI	125453	125529	YKL175W	1	+
2751	chrXI	129001	129082	YKL174C	1	-
2752	chrXI	129202	129256	YKL173W	1	+
2753	chrXI	132466	132482	YKL172W	1	+
2754	chrXI	134102	134231	YKL171W	1	+
2755	chrXI	137285	137364	YKL170W	1	+
2756	chrXI	140217	140256	YKL168C	1	-
2757	chrXI	140893	140931	YKL167C	1	-
2758	chrXI	142624	142658	YKL166C	1	-
2759	chrXI	147446	147507	YKL165C	1	-
2760	chrXI	149552	149654	YKL164C	1	-
2761	chrXI	151061	151135	YKL163W	1	+
2762	chrXI	155611	155698	YKL162C	1	-
2763	chrXI	157499	157510	YKL161C	1	-
2764	chrXI	159955	160040	YKL160W	1	+
2765	chrXI	161203	161251	YKL159C	1	-
2766	chrXI	161669	161737	YKL157W	1	+
2767	chrXI	165307	165367	YKL156W	1	+
2768	chrXI	168085	168132	YKL155C	1	-
2769	chrXI	168250	168302	YKL154W	1	+
2770	chrXI	170984	171208	YKL152C	1	-
2771	chrXI	172638	172740	YKL151C	1	-
2772	chrXI	173133	173261	YKL150W	1	+
2773	chrXI	175531	175629	YKL149C	1	-
2774	chrXI	177851	178053	YKL148C	1	-
2775	chrXI	178311	178512	YKL146W	1	+
2776	chrXI	180837	180930	YKL145W	1	+
2777	chrXI	183223	183300	YKL144C	1	-
2778	chrXI	183457	183506	YKL143W	1	+
2779	chrXI	185113	185234	YKL142W	1	+
2780	chrXI	186342	186421	YKL141W	1	+
2781	chrXI	187428	187451	YKL140W	1	+
2782	chrXI	189481	189536	YKL139W	1	+
2783	chrXI	191749	191844	YKL138C-A	1	-
2784	chrXI	192488	192560	YKL138C	1	-
2785	chrXI	192634	192672	YKL137W	1	+
2786	chrXI	195474	195540	YKL135C	1	-
2787	chrXI	198215	198251	YKL134C	1	-
2788	chrXI	199831	199885	YKL133C	1	-
2789	chrXI	201697	201815	YKL132C	1	-
2790	chrXI	202780	202880	YKL130C	1	-
2791	chrXI	206969	207006	YKL129C	1	-
2792	chrXI	208536	208553	YKL128C	1	-
2793	chrXI	209900	209934	YKL127W	1	+
2794	chrXI	211907	212098	YKL126W	1	+
2795	chrXI	216845	216934	YKL124W	1	+
2796	chrXI	219435	219485	YKL122C	1	-
2797	chrXI	220310	220369	YKL121W	1	+
2798	chrXI	223608	223723	YKL120W	1	+
2799	chrXI	225664	225699	YKL119C	1	-
2800	chrXI	226657	226742	YKL117W	1	+
2801	chrXI	229319	229368	YKL116C	1	-
2802	chrXI	230879	230941	YKL114C	1	-
2803	chrXI	232293	232356	YKL113C	1	-
2804	chrXI	232798	232913	YKL112W	1	+
2805	chrXI	236311	236349	YKL110C	1	-
2806	chrXI	238356	238380	YKL109W	1	+
2807	chrXI	240762	240831	YKL108W	1	+
2808	chrXI	242431	242537	YKL107W	1	+
2809	chrXI	243837	243849	YKL106W	1	+
2810	chrXI	24730	24870	YKL218C	1	-
2811	chrXI	249107	249218	YKL105C	1	-
2812	chrXI	251903	252074	YKL104C	1	-
2813	chrXI	254129	254206	YKL103C	1	-
2814	chrXI	254991	255110	YKL101W	1	+
2815	chrXI	261841	261948	YKL100C	1	-
2816	chrXI	262944	262995	YKL099C	1	-
2817	chrXI	263136	263195	YKL098W	1	+
2818	chrXI	265510	265753	YKL096W-A	1	+
2819	chrXI	267505	267562	YKL096W	1	+
2820	chrXI	268527	268585	YKL095W	1	+
2821	chrXI	269745	269784	YKL094W	1	+
2822	chrXI	271067	271204	YKL093W	1	+
2823	chrXI	275942	276025	YKL092C	1	-
2824	chrXI	277084	277150	YKL091C	1	-
2825	chrXI	278311	278316	YKL090W	1	+
2826	chrXI	279798	279824	YKL089W	1	+
2827	chrXI	281628	281701	YKL088W	1	+
2828	chrXI	284374	284429	YKL087C	1	-
2829	chrXI	28444	28586	YKL217W	1	+
2830	chrXI	284595	284701	YKL086W	1	+
2831	chrXI	285407	285576	YKL085W	1	+
2832	chrXI	286900	286930	YKL084W	1	+
2833	chrXI	288811	288866	YKL082C	1	-
2834	chrXI	289242	289324	YKL081W	1	+
2835	chrXI	291334	291390	YKL080W	1	+
2836	chrXI	292912	293006	YKL079W	1	+
2837	chrXI	295244	295258	YKL078W	1	+
2838	chrXI	297764	297842	YKL077W	1	+
2839	chrXI	300810	300869	YKL075C	1	-
2840	chrXI	302619	302668	YKL074C	1	-
2841	chrXI	302785	302863	YKL073W	1	+
2842	chrXI	305809	305815	YKL072W	1	+
2843	chrXI	31518	31559	YKL216W	1	+
2844	chrXI	316631	316655	YKL071W	1	+
2845	chrXI	319021	319075	YKL069W	1	+
2846	chrXI	320819	320935	YKL068W-A	1	+
2847	chrXI	321831	321867	YKL068W	1	+
2848	chrXI	326195	326391	YKL067W	1	+
2849	chrXI	327416	327499	YKL065W-A	1	+
2850	chrXI	328617	328731	YKL065C	1	-
2851	chrXI	329107	329185	YKL064W	1	+
2852	chrXI	333142	333258	YKL063C	1	-
2853	chrXI	334575	334773	YKL062W	1	+
2854	chrXI	337276	337391	YKL061W	1	+
2855	chrXI	338793	339143	YKL060C	1	-
2856	chrXI	341025	341062	YKL059C	1	-
2857	chrXI	341649	341709	YKL058W	1	+
2858	chrXI	345543	345582	YKL057C	1	-
2859	chrXI	346481	346607	YKL056C	1	-
2860	chrXI	347698	347750	YKL055C	1	-
2861	chrXI	350321	350427	YKL054C	1	-
2862	chrXI	350942	351029	YKL053C-A	1	-
2863	chrXI	351998	352121	YKL052C	1	-
2864	chrXI	352642	352706	YKL051W	1	+
2865	chrXI	357182	357268	YKL050C	1	-
2866	chrXI	358270	358339	YKL049C	1	-
2867	chrXI	360639	360766	YKL048C	1	-
2868	chrXI	360909	360941	YKL047W	1	+
2869	chrXI	364293	364377	YKL046C	1	-
2870	chrXI	364900	364949	YKL045W	1	+
2871	chrXI	368266	368336	YKL043W	1	+
2872	chrXI	370010	370062	YKL042W	1	+
2873	chrXI	37102	37133	YKL215C	1	-
2874	chrXI	371745	371792	YKL041W	1	+
2875	chrXI	373556	373625	YKL040C	1	-
2876	chrXI	374160	374230	YKL039W	1	+
2877	chrXI	377103	377122	YKL038W	1	+
2878	chrXI	38121	38148	YKL214C	1	-
2879	chrXI	381486	381598	YKL035W	1	+
2880	chrXI	383425	383545	YKL034W	1	+
2881	chrXI	386123	386217	YKL033W-A	1	+
2882	chrXI	387167	387191	YKL033W	1	+
2883	chrXI	393396	393698	YKL032C	1	-
2884	chrXI	396505	396585	YKL029C	1	-
2885	chrXI	397453	397486	YKL028W	1	+
2886	chrXI	399166	399254	YKL027W	1	+
2887	chrXI	401662	401769	YKL026C	1	-
2888	chrXI	404043	404062	YKL025C	1	-
2889	chrXI	40493	40572	YKL213C	1	-
2890	chrXI	405443	405595	YKL023W	1	+
2891	chrXI	40647	40805	YKL212W	1	+
2892	chrXI	413847	413909	YKL020C	1	-
2893	chrXI	414258	414311	YKL019W	1	+
2894	chrXI	415633	415739	YKL018C-A	1	-
2895	chrXI	415782	415848	YKL018W	1	+
2896	chrXI	418941	419011	YKL017C	1	-
2897	chrXI	419752	419862	YKL016C	1	-
2898	chrXI	420195	420284	YKL015W	1	+
2899	chrXI	429749	429844	YKL013C	1	-
2900	chrXI	429969	430021	YKL012W	1	+
2901	chrXI	432956	432993	YKL011C	1	-
2902	chrXI	437627	437755	YKL010C	1	-
2903	chrXI	437927	437991	YKL009W	1	+
2904	chrXI	440307	440482	YKL008C	1	-
2905	chrXI	440989	441046	YKL007W	1	+
2906	chrXI	442400	442439	YKL006C-A	1	-
2907	chrXI	443545	443640	YKL006W	1	+
2908	chrXI	44535	44617	YKL211C	1	-
2909	chrXI	446663	446756	YKL005C	1	-
2910	chrXI	446921	447015	YKL004W	1	+
2911	chrXI	449238	449276	YKL003C	1	-
2912	chrXI	449423	449512	YKL002W	1	+
2913	chrXI	451132	451250	YKL001C	1	-
2914	chrXI	454473	454555	YKR001C	1	-
2915	chrXI	454702	454787	YKR002W	1	+
2916	chrXI	45479	45536	YKL210W	1	+
2917	chrXI	456994	457098	YKR003W	1	+
2918	chrXI	459693	459843	YKR004C	1	-
2919	chrXI	461882	461992	YKR005C	1	-
2920	chrXI	462936	462988	YKR006C	1	-
2921	chrXI	463099	463164	YKR007W	1	+
2922	chrXI	463875	463915	YKR008W	1	+
2923	chrXI	468806	468964	YKR009C	1	-
2924	chrXI	472690	472755	YKR010C	1	-
2925	chrXI	474130	474223	YKR011C	1	-
2926	chrXI	475273	475342	YKR013W	1	+
2927	chrXI	477582	477645	YKR014C	1	-
2928	chrXI	481075	481112	YKR016W	1	+
2929	chrXI	484842	484917	YKR017C	1	-
2930	chrXI	487327	487398	YKR018C	1	-
2931	chrXI	489545	489623	YKR019C	1	-
2932	chrXI	489688	489808	YKR020W	1	+
2933	chrXI	490567	490627	YKR021W	1	+
2934	chrXI	494590	494649	YKR022C	1	-
2935	chrXI	494777	494794	YKR023W	1	+
2936	chrXI	498820	498836	YKR024C	1	-
2937	chrXI	499124	499198	YKR025W	1	+
2938	chrXI	501147	501232	YKR026C	1	-
2939	chrXI	503000	503047	YKR027W	1	+
2940	chrXI	505588	505642	YKR028W	1	+
2941	chrXI	511584	511606	YKR029C	1	-
2942	chrXI	511961	512030	YKR030W	1	+
2943	chrXI	518179	518270	YKR031C	1	-
2944	chrXI	518562	518677	YKR034W	1	+
2945	chrXI	519654	519685	YKR035W-A	1	+
2946	chrXI	523545	523636	YKR037C	1	-
2947	chrXI	524908	524952	YKR038C	1	-
2948	chrXI	527005	527154	YKR039W	1	+
2949	chrXI	529884	529973	YKR041W	1	+
2950	chrXI	530975	531392	YKR042W	1	+
2951	chrXI	533428	533485	YKR043C	1	-
2952	chrXI	533573	533668	YKR044W	1	+
2953	chrXI	53490	53541	YKL208W	1	+
2954	chrXI	535688	535742	YKR045C	1	-
2955	chrXI	536703	536849	YKR046C	1	-
2956	chrXI	538365	538426	YKR048C	1	-
2957	chrXI	538936	539038	YKR049C	1	-
2958	chrXI	539508	539549	YKR050W	1	+
2959	chrXI	542511	542616	YKR051W	1	+
2960	chrXI	545201	545342	YKR052C	1	-
2961	chrXI	546975	547067	YKR053C	1	-
2962	chrXI	559695	559713	YKR054C	1	-
2963	chrXI	559855	559915	YKR055W	1	+
2964	chrXI	561264	561325	YKR056W	1	+
2965	chrXI	56214	56259	YKL206C	1	-
2966	chrXI	563308	563353	YKR057W	1	+
2967	chrXI	56400	56439	YKL205W	1	+
2968	chrXI	564302	564477	YKR058W	1	+
2969	chrXI	566598	566673	YKR059W	1	+
2970	chrXI	568159	568214	YKR060W	1	+
2971	chrXI	569246	569473	YKR061W	1	+
2972	chrXI	571249	571366	YKR062W	1	+
2973	chrXI	574016	574044	YKR063C	1	-
2974	chrXI	574216	574228	YKR064W	1	+
2975	chrXI	577593	577661	YKR065C	1	-
2976	chrXI	578899	578962	YKR066C	1	-
2977	chrXI	579508	579614	YKR067W	1	+
2978	chrXI	582603	582684	YKR068C	1	-
2979	chrXI	583145	583177	YKR069W	1	+
2980	chrXI	585253	585321	YKR070W	1	+
2981	chrXI	587685	587772	YKR071C	1	-
2982	chrXI	589960	590059	YKR072C	1	-
2983	chrXI	596769	596859	YKR074W	1	+
2984	chrXI	598418	598578	YKR075C	1	-
2985	chrXI	599747	599917	YKR076W	1	+
2986	chrXI	60046	60074	YKL204W	1	+
2987	chrXI	601184	601275	YKR077W	1	+
2988	chrXI	602550	602603	YKR078W	1	+
2989	chrXI	607189	607190	YKR079C	1	-
2990	chrXI	607861	607977	YKR080W	1	+
2991	chrXI	610192	610234	YKR081C	1	-
2992	chrXI	610406	610454	YKR082W	1	+
2993	chrXI	614501	614553	YKR083C	1	-
2994	chrXI	616539	616623	YKR084C	1	-
2995	chrXI	617324	617346	YKR085C	1	-
2996	chrXI	617460	617497	YKR086W	1	+
2997	chrXI	621866	621924	YKR087C	1	-
2998	chrXI	623050	623087	YKR088C	1	-
2999	chrXI	626056	626101	YKR089C	1	-
3000	chrXI	626383	626490	YKR090W	1	+
3001	chrXI	629035	629145	YKR091W	1	+
3002	chrXI	633282	633284	YKR093W	1	+
3003	chrXI	637271	637289	YKR095W	1	+
3004	chrXI	643440	643491	YKR095W-A	1	+
3005	chrXI	644346	644369	YKR096W	1	+
3006	chrXI	648718	648761	YKR097W	1	+
3007	chrXI	652884	652945	YKR098C	1	-
3008	chrXI	653196	653223	YKR099W	1	+
3009	chrXI	657944	657987	YKR100C	1	-
3010	chrXI	658140	658171	YKR101W	1	+
3011	chrXI	69910	69948	YKL203C	1	-
3012	chrXI	73906	74153	YKL201C	1	-
3013	chrXI	76641	76710	YKL198C	1	-
3014	chrXI	80243	80287	YKL197C	1	-
3015	chrXI	81925	82011	YKL196C	1	-
3016	chrXI	82150	82203	YKL195W	1	+
3017	chrXI	85054	85120	YKL194C	1	-
3018	chrXI	86293	86366	YKL193C	1	-
3019	chrXI	86952	87028	YKL192C	1	-
3020	chrXI	87408	87427	YKL191W	1	+
3021	chrXI	89287	89336	YKL190W	1	+
3022	chrXI	91269	91369	YKL189W	1	+
3023	chrXI	95554	95673	YKL188C	1	-
3024	chrXI	98287	98360	YKL187C	1	-
3025	chrXII	100757	100854	YLL022C	1	-
3026	chrXII	1008832	1008934	YLR455W	1	+
3027	chrXII	1010533	1010602	YLR456W	1	+
3028	chrXII	1012256	1012309	YLR457C	1	-
3029	chrXII	1012782	1012834	YLR459W	1	+
3030	chrXII	101407	101448	YLL021W	1	+
3031	chrXII	108750	108956	YLL019C	1	-
3032	chrXII	109593	109784	YLL018C-A	1	-
3033	chrXII	112195	112283	YLL018C	1	-
3034	chrXII	116846	116986	YLL015W	1	+
3035	chrXII	121910	121934	YLL014W	1	+
3036	chrXII	125574	125600	YLL013C	1	-
3037	chrXII	126069	126116	YLL012W	1	+
3038	chrXII	128125	128134	YLL011W	1	+
3039	chrXII	131414	131508	YLL010C	1	-
3040	chrXII	132064	132121	YLL009C	1	-
3041	chrXII	136992	137025	YLL007C	1	-
3042	chrXII	137150	137187	YLL006W	1	+
3043	chrXII	141667	141687	YLL004W	1	+
3044	chrXII	143760	143816	YLL003W	1	+
3045	chrXII	146856	146911	YLL002W	1	+
3046	chrXII	148442	148480	YLL001W	1	+
3047	chrXII	154822	154868	YLR001C	1	-
3048	chrXII	157210	157231	YLR002C	1	-
3049	chrXII	158579	158638	YLR003C	1	-
3050	chrXII	160336	160433	YLR004C	1	-
3051	chrXII	160823	161002	YLR005W	1	+
3052	chrXII	164861	164920	YLR006C	1	-
3053	chrXII	165213	165250	YLR007W	1	+
3054	chrXII	166976	167044	YLR008C	1	-
3055	chrXII	167190	167236	YLR009W	1	+
3056	chrXII	168648	168674	YLR010C	1	-
3057	chrXII	169827	169889	YLR011W	1	+
3058	chrXII	175963	176016	YLR015W	1	+
3059	chrXII	178214	178283	YLR016C	1	-
3060	chrXII	178390	178471	YLR017W	1	+
3061	chrXII	18038	18149	YLL062C	1	-
3062	chrXII	180438	180502	YLR018C	1	-
3063	chrXII	180776	180900	YLR019W	1	+
3064	chrXII	18328	18366	YLL061W	1	+
3065	chrXII	184229	184249	YLR020C	1	-
3066	chrXII	184374	184436	YLR021W	1	+
3067	chrXII	185695	185761	YLR022C	1	-
3068	chrXII	188000	188125	YLR023C	1	-
3069	chrXII	194124	194125	YLR024C	1	-
3070	chrXII	195160	195241	YLR025W	1	+
3071	chrXII	197264	197390	YLR026C	1	-
3072	chrXII	198855	198943	YLR027C	1	-
3073	chrXII	202130	202353	YLR028C	1	-
3074	chrXII	203400	203499	YLR029C	1	-
3075	chrXII	203961	204054	YLR030W	1	+
3076	chrXII	205729	205758	YLR032W	1	+
3077	chrXII	209480	209562	YLR033W	1	+
3078	chrXII	212779	212808	YLR034C	1	-
3079	chrXII	215262	215287	YLR035C	1	-
3080	chrXII	220026	220115	YLR038C	1	-
3081	chrXII	22206	22288	YLL060C	1	-
3082	chrXII	226873	226976	YLR043C	1	-
3083	chrXII	228846	229007	YLR044C	1	-
3084	chrXII	232559	232652	YLR045C	1	-
3085	chrXII	236484	236553	YLR047C	1	-
3086	chrXII	236974	237062	YLR048W	1	+
3087	chrXII	23875	23942	YLL058W	1	+
3088	chrXII	239997	240075	YLR049C	1	-
3089	chrXII	240907	241040	YLR050C	1	-
3090	chrXII	241830	241855	YLR051C	1	-
3091	chrXII	241961	242038	YLR052W	1	+
3092	chrXII	243272	243315	YLR053C	1	-
3093	chrXII	247806	247984	YLR055C	1	-
3094	chrXII	248567	248651	YLR056W	1	+
3095	chrXII	250028	250084	YLR057W	1	+
3096	chrXII	254252	254335	YLR058C	1	-
3097	chrXII	255317	255401	YLR059C	1	-
3098	chrXII	255736	255784	YLR060W	1	+
3099	chrXII	257929	257990	YLR061W	1	+
3100	chrXII	260254	260270	YLR064W	1	+
3101	chrXII	261753	261793	YLR065C	1	-
3102	chrXII	261906	261961	YLR066W	1	+
3103	chrXII	265613	265614	YLR067C	1	-
3104	chrXII	265732	265809	YLR068W	1	+
3105	chrXII	268731	268770	YLR069C	1	-
3106	chrXII	270028	270130	YLR070C	1	-
3107	chrXII	273461	273492	YLR071C	1	-
3108	chrXII	273637	273691	YLR072W	1	+
3109	chrXII	27416	27425	YLL057C	1	-
3110	chrXII	277291	277344	YLR074C	1	-
3111	chrXII	277643	277734	YLR075W	1	+
3112	chrXII	278610	278705	YLR077W	1	+
3113	chrXII	281424	281470	YLR078C	1	-
3114	chrXII	281544	281595	YLR079W	1	+
3115	chrXII	288413	288453	YLR082C	1	-
3116	chrXII	28873	28874	YLL056C	1	-
3117	chrXII	290946	291088	YLR083C	1	-
3118	chrXII	295118	295140	YLR084C	1	-
3119	chrXII	296790	296855	YLR085C	1	-
3120	chrXII	296968	297018	YLR086W	1	+
3121	chrXII	30469	30482	YLL055W	1	+
3122	chrXII	310863	310919	YLR088W	1	+
