parent	uorf_number	positions	length	rate
YJL187C	9	10, 130, 142, 187, 220, 228, 315, 413, 431	501	0.05389221556886228
YJL186W	8	3, 67, 128, 161, 165, 281, 285, 438	501	0.04790419161676647
YJL185C	4	9, 180, 480, 492	501	0.023952095808383235
YJL184W	7	19, 65, 74, 231, 263, 274, 431	501	0.041916167664670656
YJL183W	13	11, 25, 62, 122, 208, 284, 299, 305, 324, 366, 447, 483, 486	501	0.07784431137724551
YJL181W	10	37, 82, 88, 103, 134, 174, 201, 331, 344, 434	501	0.059880239520958084
YJL180C	5	46, 80, 217, 297, 309	501	0.029940119760479042
YJL179W	9	18, 61, 277, 306, 318, 337, 340, 447, 451	501	0.05389221556886228
YJL178C	6	25, 130, 363, 367, 377, 401	501	0.03592814371257485
YJL177W	10	6, 56, 67, 121, 198, 215, 255, 290, 293, 357	501	0.059880239520958084
YJL176C	12	12, 69, 146, 215, 273, 281, 301, 321, 328, 331, 483, 496	501	0.0718562874251497
YJL174W	7	52, 95, 119, 177, 215, 226, 309	501	0.041916167664670656
YJL173C	14	35, 56, 59, 217, 235, 245, 274, 298, 303, 334, 339, 351, 371, 402	501	0.08383233532934131
YJL172W	4	182, 301, 308, 427	501	0.023952095808383235
YJL171C	6	2, 56, 105, 156, 265, 303	501	0.03592814371257485
YJL170C	8	33, 99, 142, 312, 322, 412, 450, 462	501	0.04790419161676647
YJL168C	7	40, 81, 128, 240, 247, 282, 423	501	0.041916167664670656
YJL167W	5	21, 139, 295, 434, 453	501	0.029940119760479042
YJL166W	9	36, 53, 86, 134, 158, 253, 358, 364, 372	501	0.05389221556886228
YJL165C	8	55, 80, 87, 209, 245, 248, 350, 355	501	0.04790419161676647
YJL164C	9	17, 29, 53, 87, 122, 311, 316, 357, 360	501	0.05389221556886228
YJL163C	11	1, 32, 47, 54, 91, 129, 177, 258, 269, 348, 419	501	0.0658682634730539
YJL162C	7	93, 102, 243, 365, 434, 458, 479	501	0.041916167664670656
YJL161W	10	14, 77, 85, 124, 150, 217, 226, 282, 423, 482	501	0.059880239520958084
YJL160C	0		501	0.0
YJL159W	7	87, 129, 212, 295, 376, 404, 466	501	0.041916167664670656
YJL158C	4	0, 55, 99, 184	501	0.023952095808383235
YJL156C	9	12, 23, 53, 99, 219, 314, 355, 375, 466	501	0.05389221556886228
YJL155C	7	18, 36, 219, 253, 442, 455, 496	501	0.041916167664670656
YJL154C	4	73, 402, 448, 483	501	0.023952095808383235
YJL153C	13	2, 17, 28, 163, 178, 193, 214, 223, 238, 256, 263, 330, 439	501	0.07784431137724551
YJL151C	7	79, 269, 311, 324, 353, 362, 455	501	0.041916167664670656
YJL149W	7	177, 204, 228, 242, 289, 364, 470	501	0.041916167664670656
YJL148W	10	23, 136, 145, 160, 227, 252, 329, 418, 432, 448	501	0.059880239520958084
YJL147C	11	26, 52, 75, 107, 216, 311, 327, 351, 366, 369, 397	501	0.0658682634730539
YJL146W	9	78, 129, 156, 164, 194, 199, 312, 415, 441	501	0.05389221556886228
YJL145W	6	24, 165, 181, 225, 392, 407	501	0.03592814371257485
YJL144W	9	97, 106, 145, 154, 228, 231, 338, 379, 395	501	0.05389221556886228
YJL143W	8	24, 33, 100, 189, 203, 294, 421, 462	501	0.04790419161676647
YJL141C	13	2, 53, 96, 147, 155, 167, 201, 234, 317, 362, 400, 404, 414	501	0.07784431137724551
YJL140W	9	14, 22, 40, 64, 79, 113, 161, 258, 463	501	0.05389221556886228
YJL139C	5	4, 136, 203, 232, 297	501	0.029940119760479042
YJL138C	4	58, 115, 145, 254	501	0.023952095808383235
YJL137C	6	28, 58, 205, 282, 395, 408	501	0.03592814371257485
YJL134W	10	74, 134, 168, 183, 230, 234, 264, 312, 324, 361	501	0.059880239520958084
YJL133C-A	13	23, 107, 125, 188, 195, 250, 293, 308, 372, 432, 442, 449, 473	501	0.07784431137724551
YJL133W	7	56, 101, 109, 114, 154, 179, 344	501	0.041916167664670656
YJL132W	11	37, 87, 107, 118, 122, 141, 164, 205, 238, 338, 478	501	0.0658682634730539
YJL131C	16	6, 15, 37, 90, 97, 114, 129, 135, 147, 153, 243, 281, 286, 322, 476, 487	501	0.09580838323353294
YJL130C	8	232, 241, 264, 285, 290, 363, 366, 449	501	0.04790419161676647
YJL129C	8	56, 59, 93, 211, 230, 260, 357, 375	501	0.04790419161676647
YJL128C	2	86, 100	501	0.011976047904191617
YJL127C-B	8	74, 77, 185, 193, 341, 417, 426, 461	501	0.04790419161676647
YJL127C	13	19, 64, 120, 187, 242, 305, 319, 322, 328, 363, 398, 428, 485	501	0.07784431137724551
YJL126W	7	92, 184, 240, 334, 339, 441, 474	501	0.041916167664670656
YJL125C	13	22, 32, 64, 176, 193, 238, 270, 333, 389, 394, 420, 440, 464	501	0.07784431137724551
YJL124C	13	81, 197, 219, 231, 242, 268, 281, 295, 339, 342, 412, 421, 494	501	0.07784431137724551
YJL123C	7	13, 213, 234, 279, 323, 353, 419	501	0.041916167664670656
YJL122W	6	256, 260, 387, 448, 461, 477	501	0.03592814371257485
YJL121C	11	72, 126, 157, 168, 178, 230, 271, 339, 345, 380, 459	501	0.0658682634730539
YJL117W	6	153, 165, 177, 372, 384, 439	501	0.03592814371257485
YJL116C	11	40, 60, 93, 167, 187, 192, 219, 306, 372, 402, 494	501	0.0658682634730539
YJL115W	13	25, 58, 71, 74, 108, 223, 246, 257, 318, 420, 425, 443, 451	501	0.07784431137724551
YJL112W	6	43, 73, 92, 154, 233, 340	501	0.03592814371257485
YJL111W	13	12, 83, 102, 127, 184, 234, 263, 292, 317, 382, 434, 462, 478	501	0.07784431137724551
YJL110C	5	73, 76, 79, 186, 213	501	0.029940119760479042
YJL109C	8	23, 35, 41, 179, 297, 318, 372, 433	501	0.04790419161676647
YJL107C	8	8, 12, 73, 146, 175, 262, 389, 451	501	0.04790419161676647
YJL106W	7	3, 89, 174, 229, 278, 298, 381	501	0.041916167664670656
YJL104W	8	75, 144, 159, 260, 271, 285, 308, 323	501	0.04790419161676647
YJL103C	4	66, 129, 229, 456	501	0.023952095808383235
YJL102W	12	16, 41, 50, 122, 140, 212, 223, 236, 280, 327, 330, 460	501	0.0718562874251497
YJL101C	7	25, 138, 158, 275, 354, 404, 489	501	0.041916167664670656
YJL100W	6	7, 17, 50, 144, 244, 484	501	0.03592814371257485
YJL099W	6	4, 12, 96, 133, 296, 434	501	0.03592814371257485
YJL098W	8	72, 130, 200, 206, 213, 218, 307, 423	501	0.04790419161676647
YJL097W	13	4, 19, 28, 40, 49, 58, 91, 109, 146, 151, 174, 296, 331	501	0.07784431137724551
YJL096W	7	13, 29, 131, 184, 211, 226, 250	501	0.041916167664670656
YJL095W	11	73, 80, 230, 280, 300, 328, 340, 370, 411, 416, 467	501	0.0658682634730539
YJL094C	8	117, 137, 140, 301, 367, 383, 407, 492	501	0.04790419161676647
YJL092W	12	5, 90, 138, 173, 191, 206, 258, 279, 382, 402, 424, 479	501	0.0718562874251497
YJL090C	7	25, 50, 226, 282, 299, 348, 393	501	0.041916167664670656
YJL089W	10	36, 47, 53, 69, 120, 200, 211, 268, 292, 307	501	0.059880239520958084
YJL088W	5	89, 222, 250, 313, 446	501	0.029940119760479042
YJL087C	9	2, 60, 84, 144, 242, 270, 303, 396, 444	501	0.05389221556886228
YJL085W	12	23, 71, 197, 221, 233, 278, 284, 319, 324, 333, 384, 469	501	0.0718562874251497
YJL082W	12	75, 85, 88, 134, 140, 151, 160, 181, 190, 312, 330, 455	501	0.0718562874251497
YJL081C	8	73, 114, 205, 208, 258, 348, 361, 486	501	0.04790419161676647
YJL080C	4	20, 228, 295, 400	501	0.023952095808383235
YJL079C	4	124, 203, 227, 270	501	0.023952095808383235
YJL078C	8	86, 131, 206, 239, 342, 375, 397, 411	501	0.04790419161676647
YJL076W	11	88, 118, 249, 275, 295, 345, 354, 370, 396, 445, 448	501	0.0658682634730539
YJL074C	5	12, 242, 246, 417, 436	501	0.029940119760479042
YJL073W	6	174, 196, 302, 321, 422, 443	501	0.03592814371257485
YJL072C	15	44, 85, 112, 118, 216, 244, 266, 315, 336, 351, 359, 374, 428, 457, 462	501	0.08982035928143713
YJL071W	6	119, 260, 298, 314, 322, 492	501	0.03592814371257485
YJL070C	7	71, 93, 299, 361, 404, 437, 478	501	0.041916167664670656
YJL069C	12	16, 92, 172, 184, 228, 240, 251, 289, 336, 369, 408, 413	501	0.0718562874251497
YJL068C	11	67, 101, 110, 122, 179, 182, 227, 361, 385, 408, 487	501	0.0658682634730539
YJL066C	9	29, 86, 107, 161, 164, 235, 245, 263, 317	501	0.05389221556886228
YJL065C	14	10, 49, 80, 164, 175, 205, 218, 221, 311, 316, 373, 400, 450, 457	501	0.08383233532934131
YJL063C	9	36, 92, 101, 139, 144, 233, 311, 348, 379	501	0.05389221556886228
YJL062W-A	5	124, 165, 186, 231, 457	501	0.029940119760479042
YJL062W	10	22, 34, 70, 231, 246, 332, 350, 432, 435, 467	501	0.059880239520958084
YJL061W	10	2, 41, 155, 163, 217, 245, 258, 328, 340, 421	501	0.059880239520958084
YJL059W	9	137, 233, 236, 251, 343, 355, 439, 455, 469	501	0.05389221556886228
YJL058C	10	131, 188, 209, 231, 246, 283, 388, 440, 459, 488	501	0.059880239520958084
YJL057C	6	80, 218, 249, 260, 300, 483	501	0.03592814371257485
YJL056C	7	84, 140, 319, 376, 379, 403, 468	501	0.041916167664670656
YJL055W	8	59, 86, 90, 105, 274, 348, 364, 405	501	0.04790419161676647
YJL054W	12	2, 5, 35, 68, 73, 132, 141, 201, 349, 364, 380, 448	501	0.0718562874251497
YJL053W	8	267, 285, 310, 374, 387, 403, 448, 469	501	0.04790419161676647
YJL052W	8	7, 28, 43, 85, 306, 359, 395, 449	501	0.04790419161676647
YJL051W	6	41, 72, 81, 242, 303, 381	501	0.03592814371257485
YJL050W	9	9, 67, 192, 205, 210, 314, 331, 418, 423	501	0.05389221556886228
YJL049W	9	0, 55, 63, 80, 117, 150, 231, 310, 418	501	0.05389221556886228
YJL048C	6	65, 243, 291, 333, 381, 431	501	0.03592814371257485
YJL047C	12	145, 171, 231, 235, 298, 381, 404, 439, 442, 448, 455, 461	501	0.0718562874251497
YJL046W	4	352, 401, 465, 479	501	0.023952095808383235
YJL045W	5	91, 150, 199, 224, 307	501	0.029940119760479042
YJL044C	7	35, 82, 231, 263, 288, 339, 456	501	0.041916167664670656
YJL042W	7	6, 61, 108, 215, 277, 430, 484	501	0.041916167664670656
YJL039C	8	68, 96, 124, 206, 382, 404, 454, 470	501	0.04790419161676647
YJL038C	7	2, 160, 165, 246, 253, 288, 297	501	0.041916167664670656
YJL037W	5	9, 141, 151, 391, 483	501	0.029940119760479042
YJL036W	5	175, 318, 388, 445, 458	501	0.029940119760479042
YJL035C	7	226, 231, 459, 472, 476, 479, 489	501	0.041916167664670656
YJL034W	11	40, 51, 68, 88, 120, 130, 195, 204, 305, 444, 450	501	0.0658682634730539
YJL033W	10	14, 26, 32, 38, 160, 232, 241, 325, 362, 386	501	0.059880239520958084
YJL031C	8	41, 167, 190, 204, 269, 278, 346, 437	501	0.04790419161676647
YJL030W	12	76, 222, 227, 237, 289, 364, 377, 415, 425, 432, 470, 477	501	0.0718562874251497
YJL029C	3	43, 104, 187	501	0.017964071856287425
YJL026W	7	54, 115, 166, 175, 321, 337, 345	501	0.041916167664670656
YJL025W	4	85, 160, 265, 496	501	0.023952095808383235
YJL024C	11	8, 28, 51, 73, 84, 101, 110, 150, 255, 310, 314	501	0.0658682634730539
YJL023C	3	294, 454, 461	501	0.017964071856287425
YJL020C	7	85, 168, 230, 259, 304, 344, 428	501	0.041916167664670656
YJL019W	9	71, 176, 341, 354, 405, 418, 428, 434, 477	501	0.05389221556886228
YJL016W	5	10, 191, 202, 235, 336	501	0.029940119760479042
YJL014W	11	28, 33, 39, 78, 130, 153, 156, 181, 198, 339, 394	501	0.0658682634730539
YJL012C	5	18, 282, 389, 397, 441	501	0.029940119760479042
YJL011C	7	32, 91, 182, 187, 303, 426, 439	501	0.041916167664670656
YJL010C	10	74, 201, 246, 279, 297, 303, 372, 426, 444, 463	501	0.059880239520958084
YJL008C	13	27, 62, 89, 114, 194, 218, 251, 264, 384, 418, 469, 472, 475	501	0.07784431137724551
YJL006C	12	40, 53, 92, 101, 104, 108, 149, 276, 293, 334, 382, 417	501	0.0718562874251497
YJL005W	7	17, 113, 125, 145, 166, 271, 286	501	0.041916167664670656
YJL004C	4	12, 362, 430, 440	501	0.023952095808383235
YJL002C	12	22, 43, 140, 191, 246, 294, 326, 364, 402, 411, 441, 456	501	0.0718562874251497
YJL001W	6	178, 212, 221, 289, 341, 446	501	0.03592814371257485
YJR001W	1	82	501	0.005988023952095809
YJR002W	10	50, 171, 192, 222, 338, 423, 456, 485, 493, 496	501	0.059880239520958084
YJR003C	6	74, 87, 443, 462, 475, 494	501	0.03592814371257485
YJR005W	10	70, 90, 120, 127, 133, 161, 261, 313, 340, 411	501	0.059880239520958084
YJR005C-A	5	68, 132, 202, 341, 372	501	0.029940119760479042
YJR006W	8	59, 63, 80, 97, 106, 259, 382, 492	501	0.04790419161676647
YJR007W	6	25, 182, 271, 288, 353, 437	501	0.03592814371257485
YJR008W	6	208, 244, 273, 286, 365, 391	501	0.03592814371257485
YJR009C	11	28, 31, 61, 66, 98, 238, 294, 299, 346, 354, 486	501	0.0658682634730539
YJR010W	7	17, 128, 333, 349, 379, 385, 403	501	0.041916167664670656
YJR010C-A	14	4, 25, 40, 56, 68, 191, 221, 256, 267, 272, 325, 374, 381, 390	501	0.08383233532934131
YJR011C	12	13, 39, 71, 89, 92, 122, 128, 131, 193, 204, 325, 351	501	0.0718562874251497
YJR012C	11	15, 42, 75, 89, 107, 151, 203, 261, 295, 381, 470	501	0.0658682634730539
YJR013W	12	105, 113, 137, 165, 175, 180, 184, 225, 305, 350, 364, 400	501	0.0718562874251497
YJR014W	10	108, 181, 232, 330, 362, 366, 376, 387, 448, 453	501	0.059880239520958084
YJR015W	6	17, 78, 119, 123, 195, 255	501	0.03592814371257485
YJR016C	8	98, 180, 234, 278, 314, 379, 410, 441	501	0.04790419161676647
YJR019C	10	16, 67, 70, 85, 149, 152, 276, 298, 421, 479	501	0.059880239520958084
YJR021C	10	49, 140, 191, 206, 227, 269, 338, 366, 378, 443	501	0.059880239520958084
YJR024C	9	12, 54, 84, 221, 270, 273, 289, 402, 462	501	0.05389221556886228
YJR025C	9	3, 84, 96, 254, 337, 428, 435, 472, 477	501	0.05389221556886228
YJR030C	10	88, 94, 172, 197, 200, 376, 381, 421, 436, 489	501	0.059880239520958084
YJR031C	9	50, 82, 120, 271, 277, 317, 385, 453, 477	501	0.05389221556886228
YJR033C	6	130, 161, 237, 250, 380, 443	501	0.03592814371257485
YJR034W	14	16, 64, 68, 80, 110, 164, 197, 222, 230, 235, 246, 303, 308, 430	501	0.08383233532934131
YJR036C	7	69, 108, 214, 276, 282, 440, 483	501	0.041916167664670656
YJR040W	10	65, 69, 97, 108, 233, 239, 255, 269, 391, 417	501	0.059880239520958084
YJR041C	4	12, 16, 314, 418	501	0.023952095808383235
YJR042W	8	13, 62, 145, 278, 303, 311, 368, 422	501	0.04790419161676647
YJR043C	12	21, 54, 69, 82, 95, 159, 239, 302, 308, 321, 347, 432	501	0.0718562874251497
YJR044C	8	34, 98, 160, 177, 313, 354, 384, 399	501	0.04790419161676647
YJR045C	6	76, 229, 285, 293, 316, 361	501	0.03592814371257485
YJR046W	11	50, 85, 110, 115, 176, 207, 346, 428, 431, 454, 478	501	0.0658682634730539
YJR048W	13	65, 92, 129, 151, 201, 248, 357, 400, 416, 424, 429, 433, 444	501	0.07784431137724551
YJR049C	7	4, 11, 167, 303, 325, 375, 440	501	0.041916167664670656
YJR050W	10	43, 86, 202, 234, 237, 289, 370, 376, 443, 447	501	0.059880239520958084
YJR051W	13	37, 41, 60, 101, 132, 149, 190, 220, 297, 313, 342, 349, 464	501	0.07784431137724551
YJR052W	8	49, 96, 171, 177, 201, 246, 437, 449	501	0.04790419161676647
YJR053W	9	6, 157, 174, 211, 249, 349, 381, 413, 469	501	0.05389221556886228
YJR055W	8	60, 80, 101, 115, 165, 250, 308, 424	501	0.04790419161676647
YJR056C	4	15, 114, 257, 464	501	0.023952095808383235
YJR057W	12	37, 108, 121, 136, 149, 171, 191, 364, 388, 422, 433, 472	501	0.0718562874251497
YJR058C	11	74, 172, 193, 243, 253, 278, 296, 308, 327, 336, 477	501	0.0658682634730539
YJR059W	10	20, 46, 106, 117, 122, 174, 207, 251, 265, 350	501	0.059880239520958084
YJR060W	8	74, 136, 236, 268, 334, 383, 481, 488	501	0.04790419161676647
YJR061W	8	20, 78, 110, 129, 207, 273, 306, 347	501	0.04790419161676647
YJR062C	5	5, 70, 242, 247, 472	501	0.029940119760479042
YJR063W	12	5, 28, 80, 180, 208, 256, 265, 384, 425, 434, 459, 480	501	0.0718562874251497
YJR064W	12	94, 102, 110, 144, 169, 266, 309, 325, 405, 415, 465, 474	501	0.0718562874251497
YJR065C	11	51, 153, 201, 257, 273, 295, 299, 315, 337, 417, 457	501	0.0658682634730539
YJR066W	4	91, 94, 243, 268	501	0.023952095808383235
YJR067C	5	92, 136, 184, 252, 453	501	0.029940119760479042
YJR068W	8	1, 35, 59, 87, 155, 265, 324, 484	501	0.04790419161676647
YJR069C	11	4, 61, 150, 160, 232, 241, 276, 280, 310, 350, 426	501	0.0658682634730539
YJR072C	12	69, 123, 127, 171, 261, 303, 339, 370, 383, 450, 455, 479	501	0.0718562874251497
YJR073C	11	105, 237, 273, 284, 303, 313, 341, 365, 379, 412, 450	501	0.0658682634730539
YJR075W	10	30, 88, 179, 197, 255, 260, 286, 350, 392, 461	501	0.059880239520958084
YJR076C	8	32, 77, 117, 213, 293, 320, 342, 366	501	0.04790419161676647
YJR080C	8	4, 58, 70, 142, 166, 214, 236, 316	501	0.04790419161676647
YJR082C	16	5, 76, 82, 101, 173, 197, 200, 217, 256, 269, 292, 335, 400, 430, 470, 484	501	0.09580838323353294
YJR083C	3	141, 281, 344	501	0.017964071856287425
YJR084W	8	220, 232, 283, 341, 345, 349, 454, 464	501	0.04790419161676647
YJR085C	6	40, 150, 247, 320, 432, 472	501	0.03592814371257485
YJR086W	14	73, 77, 120, 148, 156, 277, 356, 367, 372, 380, 404, 430, 437, 464	501	0.08383233532934131
YJR088C	15	1, 147, 194, 212, 224, 268, 325, 338, 347, 353, 398, 450, 465, 469, 473	501	0.08982035928143713
YJR090C	9	66, 163, 185, 197, 282, 344, 352, 408, 468	501	0.05389221556886228
YJR092W	9	85, 109, 127, 245, 316, 350, 380, 406, 416	501	0.05389221556886228
YJR093C	9	119, 149, 164, 357, 366, 380, 415, 423, 471	501	0.05389221556886228
YJR094C	3	59, 175, 225	501	0.017964071856287425
YJR095W	15	0, 38, 75, 89, 96, 114, 137, 205, 219, 251, 254, 263, 266, 361, 384	501	0.08982035928143713
YJR096W	13	49, 89, 95, 137, 169, 172, 179, 192, 300, 323, 435, 452, 488	501	0.07784431137724551
YJR097W	9	157, 179, 185, 204, 404, 429, 433, 438, 447	501	0.05389221556886228
YJR098C	6	14, 39, 109, 250, 365, 484	501	0.03592814371257485
YJR099W	5	320, 328, 398, 428, 462	501	0.029940119760479042
YJR100C	9	2, 37, 98, 148, 188, 222, 276, 367, 449	501	0.05389221556886228
YJR101W	10	63, 77, 144, 184, 236, 241, 253, 274, 348, 481	501	0.059880239520958084
YJR102C	7	19, 181, 238, 328, 341, 353, 359	501	0.041916167664670656
YJR103W	9	4, 37, 81, 174, 249, 276, 298, 391, 413	501	0.05389221556886228
YJR104C	12	37, 55, 60, 143, 200, 203, 270, 299, 311, 451, 465, 481	501	0.0718562874251497
YJR105W	10	79, 100, 237, 307, 347, 364, 368, 393, 447, 452	501	0.059880239520958084
YJR106W	4	167, 212, 220, 361	501	0.023952095808383235
YJR107W	9	14, 26, 59, 81, 91, 254, 275, 286, 493	501	0.05389221556886228
YJR109C	11	31, 58, 119, 180, 226, 233, 246, 251, 289, 367, 410	501	0.0658682634730539
YJR110W	11	14, 28, 111, 120, 126, 189, 264, 291, 326, 439, 468	501	0.0658682634730539
YJR111C	6	193, 241, 270, 284, 435, 461	501	0.03592814371257485
YJR112W	11	7, 21, 48, 218, 229, 284, 288, 320, 326, 432, 466	501	0.0658682634730539
YJR112W-A	14	7, 64, 91, 119, 141, 145, 184, 189, 193, 264, 271, 331, 336, 410	501	0.08383233532934131
YJR113C	10	134, 142, 222, 270, 273, 301, 367, 374, 418, 472	501	0.059880239520958084
YJR117W	5	28, 73, 76, 94, 127	501	0.029940119760479042
YJR118C	10	10, 16, 44, 56, 151, 259, 352, 360, 435, 467	501	0.059880239520958084
YJR119C	7	147, 181, 258, 278, 289, 420, 445	501	0.041916167664670656
YJR121W	5	59, 130, 193, 212, 255	501	0.029940119760479042
YJR122W	8	65, 217, 341, 366, 376, 410, 460, 491	501	0.04790419161676647
YJR123W	5	118, 124, 160, 381, 395	501	0.029940119760479042
YJR124C	3	63, 69, 357	501	0.017964071856287425
YJR125C	7	104, 108, 342, 374, 394, 453, 458	501	0.041916167664670656
YJR129C	15	49, 60, 73, 82, 199, 244, 302, 307, 355, 363, 393, 458, 461, 468, 480	501	0.08982035928143713
YJR130C	8	5, 17, 190, 309, 355, 368, 376, 394	501	0.04790419161676647
YJR131W	11	22, 71, 92, 121, 158, 205, 231, 331, 367, 462, 471	501	0.0658682634730539
YJR132W	12	3, 9, 25, 44, 97, 168, 378, 388, 391, 412, 424, 438	501	0.0718562874251497
YJR133W	11	66, 72, 93, 183, 248, 257, 261, 278, 341, 419, 424	501	0.0658682634730539
YJR134C	10	0, 9, 121, 127, 130, 162, 171, 190, 328, 390	501	0.059880239520958084
YJR135C	6	49, 228, 400, 404, 454, 482	501	0.03592814371257485
YJR135W-A	9	20, 102, 146, 230, 293, 326, 380, 448, 466	501	0.05389221556886228
YJR136C	11	50, 102, 111, 153, 243, 249, 261, 271, 281, 451, 474	501	0.0658682634730539
YJR137C	11	29, 55, 106, 162, 185, 228, 266, 297, 335, 341, 403	501	0.0658682634730539
YJR139C	5	190, 378, 426, 437, 450	501	0.029940119760479042
YJR140C	4	86, 242, 308, 425	501	0.023952095808383235
YJR141W	5	45, 118, 261, 292, 451	501	0.029940119760479042
YJR142W	7	49, 134, 175, 228, 258, 278, 295	501	0.041916167664670656
YJR143C	8	87, 108, 254, 282, 388, 425, 434, 441	501	0.04790419161676647
YJR144W	7	15, 31, 163, 253, 320, 399, 473	501	0.041916167664670656
YJR145C	3	32, 60, 153	501	0.017964071856287425
YJR147W	6	26, 33, 103, 206, 232, 356	501	0.03592814371257485
YJR148W	3	177, 325, 403	501	0.017964071856287425
YJR152W	10	50, 103, 142, 278, 284, 317, 424, 436, 446, 477	501	0.059880239520958084
YJR154W	7	95, 155, 182, 301, 334, 357, 414	501	0.041916167664670656
YIL173W	6	11, 56, 261, 281, 334, 367	501	0.03592814371257485
YKL222C	8	102, 105, 114, 222, 267, 374, 387, 441	501	0.04790419161676647
YKL218C	6	8, 75, 131, 318, 329, 350	501	0.03592814371257485
YKL217W	6	69, 98, 280, 309, 340, 413	501	0.03592814371257485
YKL216W	10	8, 17, 28, 89, 174, 263, 305, 386, 421, 426	501	0.059880239520958084
YKL215C	9	3, 159, 167, 220, 249, 308, 376, 471, 495	501	0.05389221556886228
YKL214C	7	110, 135, 251, 328, 379, 436, 488	501	0.041916167664670656
YKL213C	5	141, 250, 258, 416, 483	501	0.029940119760479042
YKL212W	3	312, 381, 441	501	0.017964071856287425
YKL211C	11	3, 113, 256, 270, 290, 296, 299, 343, 421, 444, 454	501	0.0658682634730539
YKL210W	10	97, 101, 187, 201, 204, 317, 331, 383, 444, 470	501	0.059880239520958084
YKL208W	7	30, 86, 133, 225, 243, 255, 296	501	0.041916167664670656
YKL206C	9	94, 141, 148, 166, 178, 204, 345, 414, 425	501	0.05389221556886228
YKL205W	6	3, 51, 157, 243, 277, 302	501	0.03592814371257485
YKL204W	14	17, 23, 27, 103, 115, 138, 219, 276, 318, 323, 379, 395, 473, 477	501	0.08383233532934131
YKL203C	11	15, 21, 136, 168, 291, 328, 385, 428, 452, 477, 482	501	0.0658682634730539
YKL201C	6	109, 146, 172, 209, 269, 368	501	0.03592814371257485
YKL197C	9	6, 66, 128, 170, 181, 186, 212, 292, 340	501	0.05389221556886228
YKL196C	3	166, 336, 448	501	0.017964071856287425
YKL195W	6	24, 231, 288, 345, 457, 462	501	0.03592814371257485
YKL194C	6	125, 267, 298, 334, 396, 470	501	0.03592814371257485
YKL193C	6	34, 199, 302, 320, 476, 492	501	0.03592814371257485
YKL192C	5	143, 286, 295, 335, 452	501	0.029940119760479042
YKL191W	13	10, 31, 208, 224, 234, 254, 310, 315, 330, 345, 374, 473, 483	501	0.07784431137724551
YKL190W	6	195, 218, 235, 328, 356, 437	501	0.03592814371257485
YKL189W	3	104, 240, 265	501	0.017964071856287425
YKL188C	14	8, 26, 42, 68, 235, 244, 261, 336, 341, 357, 364, 367, 376, 487	501	0.08383233532934131
YKL187C	6	166, 247, 292, 373, 445, 457	501	0.03592814371257485
YKL186C	13	26, 75, 83, 86, 94, 108, 163, 195, 287, 308, 318, 330, 435	501	0.07784431137724551
YKL184W	7	16, 58, 73, 110, 120, 221, 487	501	0.041916167664670656
YKL183W	8	139, 171, 207, 210, 313, 365, 406, 486	501	0.04790419161676647
YKL182W	1	30	501	0.005988023952095809
YKL181W	11	29, 119, 173, 245, 265, 342, 349, 392, 426, 460, 469	501	0.0658682634730539
YKL180W	9	1, 100, 105, 135, 225, 340, 363, 379, 406	501	0.05389221556886228
YKL179C	7	227, 365, 379, 399, 405, 418, 435	501	0.041916167664670656
YKL176C	9	62, 105, 131, 242, 281, 316, 368, 406, 477	501	0.05389221556886228
YKL175W	9	21, 157, 171, 240, 320, 334, 403, 425, 430	501	0.05389221556886228
YKL174C	3	312, 377, 445	501	0.017964071856287425
YKL173W	12	6, 116, 152, 159, 197, 289, 314, 332, 358, 363, 370, 402	501	0.0718562874251497
YKL172W	14	59, 70, 99, 119, 134, 193, 235, 242, 245, 302, 347, 382, 450, 455	501	0.08383233532934131
YKL171W	14	14, 28, 50, 53, 71, 97, 157, 286, 314, 354, 363, 388, 456, 475	501	0.08383233532934131
YKL170W	13	49, 76, 92, 159, 190, 197, 204, 211, 309, 339, 425, 435, 442	501	0.07784431137724551
YKL166C	8	131, 184, 263, 289, 345, 396, 424, 432	501	0.04790419161676647
YKL165C	14	20, 59, 65, 90, 240, 246, 276, 299, 310, 337, 353, 359, 365, 381	501	0.08383233532934131
YKL164C	12	38, 65, 78, 85, 111, 136, 196, 240, 291, 310, 407, 454	501	0.0718562874251497
YKL163W	8	3, 9, 20, 54, 144, 375, 414, 455	501	0.04790419161676647
YKL162C	14	17, 67, 107, 113, 116, 137, 143, 229, 251, 257, 264, 369, 407, 424	501	0.08383233532934131
YKL161C	11	84, 236, 285, 290, 350, 366, 410, 413, 441, 471, 486	501	0.0658682634730539
YKL160W	8	24, 74, 157, 218, 401, 461, 473, 483	501	0.04790419161676647
YKL159C	10	13, 42, 96, 203, 232, 245, 358, 436, 454, 483	501	0.059880239520958084
YKL155C	9	117, 127, 166, 192, 264, 360, 363, 410, 423	501	0.05389221556886228
YKL154W	5	34, 348, 440, 453, 479	501	0.029940119760479042
YKL152C	15	13, 21, 32, 73, 90, 105, 179, 211, 233, 289, 298, 305, 354, 358, 404	501	0.08982035928143713
YKL151C	10	211, 262, 308, 318, 386, 391, 396, 401, 406, 438	501	0.059880239520958084
YKL150W	7	164, 188, 208, 233, 255, 424, 440	501	0.041916167664670656
